en,uz
Liberal,"erkin fikr yurituvchi, liberal"
Liberate,ozod qilmoq
License,"ruxsatnoma, guvohnoma {bermoq}"
Likely,ehtimol
Likewise,"xuddi o'zi,ayni paytda,shuningdek"
Limb,"tana a'msi, buta-shox"
Limber,sport bilan shug'ullanmoq
Linguist,"tilshunos, (lingvist) o'xshash so'zlar"
Link,bog'lovchi) z niir xalqasi
Liquidate,"biznesni tugatmoq, barxam bermoq"
Literacy,"savod, savodxonlik"
Literally,"haqiqiy, so'zma-so'z"
Literate,"o'qimishli, savodli"
Livelihood,"yashashmanbai, oziq-ovqat"
Livestock,"chorva, mol"
Load,"yuk(lamoq), to'ldirmoq"
Loan,qarz (bermoq)
Lobby,"koridor, ko'ndirishga urinmoq"
Locality,"yer, joy"
Locate,"biror narsaning joyini aniqlamoq, joylashtirmoq"
Lock-out,tabrikaning yopitishi
Lodging,"turar joy, manzil"
Lofty,"takabbur, kibrli"
Loiter,"sang'imoq,daydimoq"
Longing,"ishtiyoq, intilish"
Longitude,uzunlik
Loom,"to'quv dastgohi, uzoqdan ko'rinmoq"
Loop-hole,qochish yo'li
Loose,"erkin, bemalol, keng kiflm"
Loosen,bo'shashtirmoq
Lucid,"tiniq, ravshan"
Lukewarm,"behalsala, sust"
Lumber,"sekin harakatlanmoq, arralab kesmoqr eski-tuski"
Lump,"burda, bo'lak, shish"
Luxury,"hashamat, dabdaba"
Lyric,"his-tuyg'uni ifodalaydigan, lirik she'r, kuy-, lirik"
Magic,"sehrli, mo'jiza"
Magnitude,"o'lcham, ahamiyat"
Maiden,turmush qurmagan
Major,"ko'p, yirik, voyaga y€tgan, mayor"
Malice,"yomonlili, adovat"
Malign,"befoyda, za'rarli- (malina) malina ko'p iste'mol qilinsa"
Malnutrition,och-nahor yurish
Malpractice,noqonuniy harakat
Manil'est,aniq bayon etmoQr isbotlamoq
Manifesto,bildirgi
Manifold,"turli-tuman, rang-barang"
Manoeuvre,hiyla-nayrang
Mansion,"seroy, ko'pxonali katta uy"
Manual,"qo'lda boshqariladigan, qo'llanma"
Margin,"hoshiya, chegara, farq"
Marginal,"kam, muhim bo'lmagan, hoshiyaga yozilgan"
Marina,"kichik sohil, port"
Merine,"dengi4a oid, dengiz askari"
Meriner,dengizchi
lVlarked,"belgilangan, farqli"
Marsh,botqoqlk (masha) gollandiyalik masha botqoqlikda botib
Martyr,shahid(bo'tmoq)
Marvellous,"ajoyib, a'lo, shohona; (manavi losos) aloyb ta'mga"
Massacre,"ommaviy qirg'in, xunredik"
Match,"gugurt, musobaqa, nikoh, mosini topmoq"
Mate,"do'st, sherik, ...dosh"
Maturity,balog'at yoshi
Means,"vosita, uslub, boylik (iensi) faqd jensi sotib boyib ketish"
Measure,"o'lchamoq, me'yor, chora"
Meditation,"o'ylash, fikr-mulohaza qilish"
Meek,"mo'min, muloyim"
Mellow,"pishgan, ko'pni ko'rgan"
Memorize,eslab- yodga olmoq
Nlend,"ta'mirlamoq,yamemoq, tuzalmoq"
Merchant,"tijoratchi, savdogar"
Mere,"aniq, shubhasiz"
Merely,"shunchaki, shunday"
Merge,"birlash(tir)moq, aralash(tir)moq"
Mess,"tartibsizlik, ko'ngilsidik, aynitmoq"
Midst,"o'rtasida, orasida"
Mighty,"o'ta, ulkan, kuchli"
Milestone,"mil toshi, muhim davr"
Minister,"vazir, ruhoniy"
Minor,"kichikroQ, kamroq, o'spirin"
Mirth,xursandchilik (muz) muzda sirpmchiq uchib xursandchilik
Misapply,"yanglishmoq, suiiste'mol qilmoq"
Miscellaneous,turli xil
Mischief,"ofat, omr berish, to'polon"
lVliser,"xasis, ziqna"
Misery,qashshoqlik (Missuri) AQSFIning Missuri shtati aholisi
Nlishap,omadsiz(lik)
Misgiving,"qo'rquv, andisha, gumon"
Nlislay,"yo'qotmoq, qo'ygan joyini unutmoq"
Mislead,yo'ldan urmoq
Mob,"olomon, xaloyiq"
Mobile,harakatlanadigan
Mobilize,"safarbar etmoq, harakatga kettirmoq"
Mode,"usul, tarzo shakl, ko'rinish"
Nlodity,"o'zgartirmoq, ilbdalamoq"
Mollify,"ovutmoq, tinchlantirmoq"
Momentary,"bir lahzalili, oniy"
Momentous,"za rr, muhim"
Momentum,"harakatga keltiruvchi kucho impuls, turtki"
Moor,chakalakzor
Moral,"axloq-odob(li), manaviy, xulosa"
Moreover,"yana, bundan tashqari"
Mortgage,garov(ga qo'ymoq)
Motion,"harakat, taklif, istak (mashina) Mashina haydashni"
Motivate,"sabab bo'lmoq, undemoq"
Motivation,"undovchi kuch, asos, sabab, turtki"
Mould,"yemir(il)moq, mog'orlamoq, qat'iy-irodali"
Mourn,"yig'lamoq, motam tutmoq"
Movement,"harakatlanish, rivojlanish"
Muddle,"tartibsidik, to'zi(t)moq"
Muffle,"sharf o'ramoq, tovushni pastlatmoq"
Multiple,ko'p sonli
Plultiply,ko'paytirmoq
Nlunicipality,shahar hokimiyati
Muse,chuqur (yaxshilab) o'ylamoq
Muslin,"mato, masla"
Mutual,"ikki taraflama, qo'shma"
Mystic,"sirli, maxfiy, ilohiy"
Nab,"tutib olmoq, gamamoq"
Naive,"sodda, go'l"
Naked,"ochiq-sochiq, oshkora"
Namely,"nomli, ya'ni, ifodali, altish mumkinki"
Nape,"gardan, bo'yin"
Nappy,"yo'rgak, taglik (happy) Tinmay yig'layotgan"
Narrate,hikoya (bayon) qitmoq
Narrator,hikoya aytuvchi
Narrow-minded,"tor fikrli, kaltafahm"
Nasal,"burun, dimog'ida gapiradigan"
Nasty,"yoqimsiz, qo'pol, g,azabli"
Native,"mebaltiy, tug'ilib o'sgan"
Naturalize,boshqa davlat fuqaroligiga o't(kaz)moq
Nausea,ko'ngil aynish
Naval,harbiy dengiz llotiga oid
Navigable,kema qatnaydigan
Navigation,kemani boshqarish
Navy,harbiy dengiz kuchlari
Neat,"toza-orasta, tajribali"
Necessitate,zaruratga aylantirmoq
Needy,"faqir, muhtoj"
Negate,rad(inkor) etmoq
Negation,"tonish, hech narsa, tan olmaslik (nega yoshni)"
Negative,"inkor qiluvchi, salbiy natijasi4 negativ"
Negligence,"beparvolik, sovuqqonlik"
Negotiation,"kelishuv, muzokara"
Nervous,"asabiy, jur' atsiz"
Network,"tarmoq, shoxobcha"
Neutron,neytron (atom yadrosi tarkibidagi elektr zaryadidan
Nevertheless,"...ga qaramay, ammo, biroq"
Niggardly,"xasis, ziqna"
Nightmare,"bosinqirash, jomor tush ko'rish"
Nip,"chaqmoq, tishlamoq, sovuq urmoq"
Nitrogen,"azot (kimyoviy element, gaz)"
Nod,"bosh silkitmoq {xo'p ma'nosida}, vaqtni boy bennoq"
Nomad,"ko'chmanchi, daydi"
Nominee,nommd
Non-comittal,"noaniq, mujmal"
Nonentify,bekorchi
Nonetheless,shunga qaramay
Nonliction,"badiy to'qima bo'lmagan, hujjatli {asar, ish"
Nonsense,"arzimas ish, safsata"
Nook,"pana joy, ovloq yer"
Norm,"namuna, mezon"
Normally,"odatda, normal"
Notable,"taniqli, mashhur"
Notify,xabar (e'lon) qilmoq
Notion,"fikr, g'oya, tushuncha, nazariya"
Notary,notarius
Notorious,"yomonotliq, ashaddiy"
Notwithstanding,"...ga qaramasdan, biroq"
Nought,"nol, mavjud emas"
Novel,"roman, novella, yangi, g'alafi"
Novelty,"yangilik, g'aroyib"
Novice,yangi (tajribasiz) kishi
Nowadays,"shu kunlarda, hozirgi paytda"
Nuisance,"g'ashni keltiruvchi, nafratlantiruvchi"
Null,"kuchsiz"" belbyda, arzimas"
Nullify,"bekor qilmoq, o'z kuchini yo'qotmoq"
Nurture,"boqmoq, tarbiyalamoq"
Nutty,"yong'oqli, telbalarcha"
Nylon,neylon (sun'iy tolali mato)
oak,eman daraxti
oar,eshkak{chi}
Objective,"betaral, haqiqiy, moddiy narsa, maqsad, obyektiv"
Obligation,"burch, majburiyat"
Oblige,"majbur qilmoq, iltifot ko'rsatmoq"
Obliged,minnatdor
obliterate,o'chirib tashlamoq
oblivion,"unuti(li)sh, kechirish"
observance,"rioya qilish, bajarish, kuzatish"
Obsess,"berilib ketmoq, savdoyi bo'lmoq, ishqiboz bo'lmoq"
Obstinate,"o'jar, qaysar"
Obstruction,"to,siq-go'v, qiyinchilik (abstrakt-yuzaki)"
Obviously,"aniq-ravshan, yaqqol"
Occasion,"hodisa, imkoniyat, sabab (bo'lmoq)"
Occasional,tasodifiy
Occasionally,"gohida, ba'zanz (aka shinelli) Gitler shinelli"
Occupation,"kasb, ishg'ol qilish"
Occupy,"istiqomat qilmoq, zabt etmoq, shug'ullanmoq"
Occur,"sodir bo'lmoq, hayoliga(miyasiga) kelmoq"
Occurance,"voqea, hodisa"
Odd,"tasodiliy, toq, qoldiq"
Odds,"imkoniyat, farq, ehtimollik (Odisey) lunonlarning Odisey"
Offend,xafa (iinoyat) qilmoq
Offer,"taklif (taqdim) etmoq, sodirbo'lmoq"
Otlicial,"rasmiy, xiznatga oid, mansabdor shaxs"
ollicious,"xira, jonga tegadigan"
Otlset,"tenglashtirmoq, o'rnini to'ldirmoq, navda"
offspring,"nasl-avlod, zurriyot"
Ointment,"malham, dori"
Omission,"tushirib qoldirish, ochiq(oraliq) joy"
Omit,"qoldirib/o'tkazib yubormoq, qo'ldan boy bermoq"
Omnipotent,"qudratli, har narsaga qodir"
Onrush,"siquv, hujum"
Onset,boshlanish
Opaque,qorong'i
Operate,"ish-harakat qilmoq, boshqarmoq, operatsiya qilmoq"
Operative,"amaldagi, kuchga kirgan"
Opportune,"qulay, maqsadga muvoliq"
Opportunity,"qulayfursat,imkoniyat"
Oppose,"qarshi chiqmoq, e'tiroz bildirmoq"
Opposition,"qarshilik, raqibtik sinonim so'zlm"
Oppressive,shafqatsi4 mlim
Optical,"ko'4a(ko'rishga) oid, optik o'xshash so'zlar"
Orchard,mevali bog'
Ordeal,taqdir sinovi
orderly,tartib-intizomli
ore,ruda (metal)
Organic,"organik, jonli-tirik"
Organizer,tashkilotchi
Orientate,yo'naltirmoq
Originate,"yaratmoq, boshlamoq, sodir bo'lmoq"
Ostensible,"ochiq-oydin, oshkora"
Ostentation,"maqtanish, kerilish"
Oust,"haydamoq, birovning o'rnini egallamoq"
Outbreak,"to'satdan yuz berish, isyon"
Outcome,"natija, oqibat"
Outcry,umumiy norozilik (O'tkuriy) Ruslmga qarshi umruniy
Outfit,"kiyrm bilan ta'minlamoq, jiho4 kompaniya"
Outgoings,sarf-harajat
Outer,"tashqi, sirtqi"
Outlet,chiqish yo'li
Outline,"tashqi ko'rinish, sxema"
Outlive,"boshdan kechirmoq, chidamoq"
Outlook,"nuqtai-nazar,dunyoqarash"
Outlying,"olis, yiroq"
Outright,"tamoman, umuman, ochiqchasiga"
Outset,"boshlanish, start"
Outstanding,"mashhur, qaz, munozarali"
Oufweigh,"ortiqroq (muhimroq, og'irroq) bo'lmoq"
Outwit,aldamoq
Overall,"barcha(si), umumiy, maxsus ish kiyimi"
Overcast,"bulutli, g'amgin, xafa"
Overcome,"g'olib boulmoq, o'ziga tortmoq"
Overhaul,"diqqat bilan tekshirmoq, to'liq ta'mirlamoq"
Overhear,"eshitib qolmoq, quloq solmoq"
overlap,qisman berkitmoq (uvittab) Uvillab turgan bo'rilar
Overleaf,narigi betda
Overlook,"ko'rmaslikka olmoq, nezorat qilmoq, yuqoridan"
Overrate,ortiqcha baholamoq
Override,rad etmoq
Overrun,"bosib olmoe, zabt etmoq"
Oversight,"e'tiborsidik, xatolik"
overt,ochiq-oshkora
overtake,"tenglashmoq, to'satdan kelib qolmoq"
Overthrow,"ag'darmoq, g,olib chiqmoq"
Overtime,"ishdan tashqari, qo'shimcha vaqt"
Overwhelm,"yengmoq, suv bosmoq, chulg'ab olmoq"
Overwhelming,"yengib bo,lmas"
Owe,"qarzl,or bo'lmoq"
Owing,"to'lanmagan, natijasida, sababli"
Own,"o'zining, xususiy, tug'ishgan, sevimli"
Onnership,"xo'jayinchilik, mulkdorlik (ovunishib)"
Oxen,qora mol
Oyster,dengiz molyuskasi
Pace,"Qadam, yurish"
Pack,"qog'ozga o,ralgan narsa, tugun"
Packaging,"joylash, o'rash, solish"
Painting,"Bo'yamoq, chizmoq, tasvirlamoql (paynet) - pul"
Pale,"rangi o'chgan, oqarib ketgan"
Palm,"qo'lning ichki qismi, kaft. 2) palma daraxti"
Pamphlet,"kichik kitobcha, bir-ikki varoqli, biron narca"
Pan,"qattiq kritika qilish nimanidir, kichik qozoncha, tova"
Pane,Eshik yoki oynadagi mavda ovna bo'laklari
Panel,"Ro,yxat, komissiya, mutaxassisla guruhi"
Panorama,manzarani keng va bepoyon bo'lib ko'rinishi
Pant,hansirab nafas olish
Pantry,oziq-ovqat saqlanadigan oshxona javoni/ kichik xona
pants,ich kiyim. 2. tr'oydasiz- sifatsiz
Paralyse,"tananing bir qismiharakatdan to'xtashi, qotib"
Parameter,"o'lchov, o'lcham, andaza"
parasite,parazit (boshqa organism hisobiga yashovchi
Parliament,parlament (siyosiy partialar guruhi)
Participant,"ishtirokchi, qatnashuvchi"
Particle,"nimaningdir juda kichik, mayda qismi"
Passion,"gayrat, jo,shqinlik, zavq"
Passive,"lholyatsi4 harakatsiz, sust"
Pastime,"ennRk, ovrrnchoq, bo'sh vaqtdngi mashg'rrlof"
Pasture,o't-o'lan bilan qoplangan dala
Patch,biror bir o'zgacha hudud. 2) kiyimdagi yamoq
Patent,"aniq, ravshan, ochiq-oydin"
Path,"so'qmoq yo'|, yo'lka"
Patriot,"vatanparvar, jonkuyar kishi"
Patrol,"patrul, patrullik qitmoq"
Patron,"homiy, yonini oluvchi. 2) doimiy xaridor"
Patronage,"homiylik qilish, vasiy bo'lish, otaliqqa olish"
Pave,yer ustidan tosh termoq
Pavement,qattiq jism bilan qoplangan yo'lak
Peak,"eng yuqori nuqta, tog' cho'qqisi. 2) pik payti, kunning eng"
Pebble,"shag'al, tekis (silliq) tosh"
Peck,"cho'qish, tumshug'i bilan urish"
Peculiar,"o'ziga hos, alohida, o'zgacha"
Peel,po'stini archilash
Peer,ehtiyotkorlik bilan yoki yaxshilab qarash. 2) teng
Penalty,"jam,tanbeh"
Perceive,"ishonch hosil qilish, bir qarorga kelish"
Perch,chekka va baland joyda o'tirish
Perfect,"ajoyrb. 2) mutlaqo to'g'ri, xatosiz"
Performance,"ijro, namoish, tomosha"
Period,"d.avri, ...vaqt mobaynida"
Permanent,vmq vaqt yoki butun umr davom etuvchi
Perpetual,har doim bir xil uslubda davom etuvchi
Perplex,chalg'itish va havotirga solib qo'yish tushunarsiz
Perseverance,"tirishooqlik, oat'iylik"
Percist,yoqimsiz hissiyot yoki holatning davom etishi
Personnel,kompanyada ishlovchi hodimlar
Persuade,"ishontirmoq, ko'ndinnoq"
Pertain,"birovga tegishli bo'lmoq, qarashli bo'lmoq"
Pertinent,"munosib, mos, muvofiq"
Peiturb,kimnidir- havotirga solib qo'yish
Peruse,"nimaningdir ichidan o,qib o'ziga qiziqarli ma'lumot"
Pest,"zararkunanda, kushanda {o'simliklar va hasharotlalga"
Pet,uyda boqiladigan xonaki jonivorlar
Petition,"iltimosnoma, a,riza, murojaatnoma"
Petroleum,"neft, neftga oid maxsulotlar"
Petfy,muhim bo'lmagan va etibor talab qilinmayadigan
Phase,"bosqich, palla, davr"
Phenomenon,g'aroyib va kamdan-kam uchraydigan
Philosophy,"falsafa, filosofiya"
Phonetic,fonetika
Photograph,fofogra{i1a
Phrase,ibora
Physical,jismoniy
Physician,"davolovchi, shifokor"
Piano,pianino
Pick,"taniamoq, uanoq, termoq"
Picnic,bog' sayrio sayr qilib dalaga chiqish
Pier,"to'lqin qaytargich (portlarda), 2) ko'prik ustuni, ko'prik"
Pigment,"organizmda badan, soch va h.klarga rang"
Pilgrim,muqaddas joylarga borib ziyorat qiluvchi kishi
Pill,"hap dori, yumaloq dori, dori bermoq. 2) jahldor odam"
Pillage,"talamoq, talon-taroj qilmoq {ayniqsa urush paytlarida}"
Pillar,"ustun, tirgak, suyangich"
Pillow,"yostiq, bolish"
Pilot,uchuvchi. 2) tajribali yo'l boshlovchi. 3) boshqarmoq
Pin,"nina to'g'nag'ich. 2)sanchib qo,ymoq"
Pinch,"chimehilamoq, qi.smoq"
Pine,"qarag'ay daraxti. 2) tinkasi qurimoq, zayflashmoq"
Pious,"xudojo'y, dindor, taqvodor"
Pirate,deugiz qaroqchisi 2) muallifning huquqini buzuvch!
Pisioi,"to'pponcha, to,pponchadan o'q uzmoq"
Piston,porshen
Pit,"chuqur, chuqurlik, o,ra, shaxta 2)meva danagi"
Pitch,"qora mumo smola, qatron 2'S daraja, meyor"
Pitcher,ko'zt 2) (sportda) to'pni oshirib beruvchi
Plague,"o'lat, qirg'in"
Plain,"aniq, ravshan, tushunarli 2)tekis joy"
Planet,"planeta, sayyora"
Plantation,plantatsiya
Plaster,"suvoe, suvash 2) plaster fiarohat joyrga"
Plastic,"plastmassa 2)mutanosib, kelishgan"
Plate,"tarelka, likopcha 2)plastinka"
Plateau,plato {yassi tog'}
Platform,"platforma, minbar"
Playwright,"dramaturg, drama yozuvchi adib"
Plead,"(sudda) himoya qilmoq, oo,lamoq 2) yolvonb so'ramoq"
Pledge,"garov, tantanali va'da bermoq"
Plot,"ig'vo, fitna"
Plough,"shudgor qilmoq, yerni haydamoq"
Pluck,"mardlik, jasurlik 2)yulmoq, uzib olmoq 3) sittamoq"
Plug,"po'kak, tiqin 2)o't o'chirish krani 3)tiqin tiqib berkitmoq"
Plumb,"tik qoya,2) tot (og'irtik o'lchovi) 3) aniq, muflaqo"
Plumber,santexnik
Plume,"pat, par"
Plump,"semiz, do'mboq"
Plunder,"talonchilik, bosqinchilik (pisanda) - o'q o'tmas"
Plunge,"sho'ng'imoq, cho'kmoq"
Plus,qo'shuv belgisi
Ply,qattiq ishlamoq 2)mehmon qilmoq
Pneumonia,"zotilj am, o'pke_ ya,!lig'laoishi"
Poke,"turtki, zarba, itarish"
Polar,"qutbga oid, qutbda bo'ladigan"
Pole,"qutb 2)ustun, xoda, uzun tayoq"
Policv,siyosat 2) rozilik haqida hujjat
Polish,"surtmoq, pardoz bermoq"
Politics,"siyosat, siyosiy faolyat"
Poll,"ovoz berish, saylov o'tkazish"
Pollution,"ifloslanish, kir qilish"
Ponder,"puxia o'yiamoq, chuqur muioxaza qilmoq"
Pony,poni ot
Popcorn,popkorn
Popular,"ommaviy,2) mashhur, dong'i chiqqan"
Popularity,"mashhurlik, shuxrat"
Porceiain,chinni buyumiar
Porch,"podyezd 2)eshik oldi, alvon"
Pore,teridagi teshikchalar 2)diqqat bilan o'rganmoq
Port,"potr, badargoh"
Portable,"ixcham, mo,jaz, ko'chma, ko,tarib yurishga"
Portion,"portsiya, bo'lak"
Portrait,portret {kishi surati tushirilgan}
Portray,"portret chizmoq, tasvirlamoq"
Pose,gavdani ma'lum bir holatda tutish 2) soxta qiyofa
Positive,ijobiy munosbat 2)haqiqiy
Possess,egalik qilmoq
Possession,"egalik qilish,2) mol-mulk"
Post,"post, soqchi 2)mansab, lavodm 3)pochta"
Posiage,pochta to'iovi
Postal,pochtaga oid 2)pochtechi 3)otkritka
Postcard,otkritka
Posterity,"nasl, avlod"
Fostulate,isbotsiz ham qabul qilinaveradigan dastlabki
Pot,"qozoncha, xumcha, gul tuvak"
Potent,"kuchli, o'tkir"
Poultry,oarranda
Pound,"funt sterling (pul birligi), funt {og'irlik o'lchovi =,,454"
Pour,"quymoq, to'lonoq, toshmoq"
Poverty,kambag'allik
Practicable,"amalga oshirib bo,ladigan"
Practical,"amalyotga oid, praktika"
Praciicaiiy,"amaiiy jihatdan, amalda, aslida"
Prairie,"cho'|, dasht"
Preach,va'aonlik qilmoq
Precede,"biror kimsa yoki narsadan oldin yurmoq, odinga"
Precedence,"birinchilik, navbatdan tashqari so'zga"
Precedent,"namuna, o'rnak 2) o'xshash, teng"
Preceding,"oldingi, sobiq"
Precious,"qimmatbaho, azi4 sevimli, asl"
Precise,"aniq, ma'lum"
Precision,"aiqlik, merganlik (prujina) - kamondan o'q uzishda"
Predict,"(kelajakni) oldindan aytib berish, bashorat qilmoq"
Prediction,oldindan bashorat qitish
Predominant,"ustunlik, afzallik, yuksak"
Preface,"so'z boshi, muqaddima"
Preferable,"afzal ko'rish, ko'ngitdagiday"
Prel'erence,"afzal ko'rish, ortiq debbilish"
Pregnant,homilador
Preliminary,"dastlabki, taxminiy"
Prelude,"kirish, muqaddima"
Premium,"qo'shimcha haq, mukofot puli 2) sug'urta puli 3)"
Prescribe,"ko'rsatma bermoq, tayinlamoq, bulurmoq"
Prescribed,"buyurilgan, aniq qoida bilan belgilangan"
Prescription,shifokor yozib bergan dori qog'ozio retsept
Presence,"ishtirok etish, bor bo'lish"
Presentation,"taqdim etish, topshirish"
Preservation,"saqlash, ehtiyot qilib olib qo'yish"
Preside,"raislik qilmoq, rahbarlik qilmoq"
Pressure,t^zyrq / bosim o'tkazish
Prestige,"obro', nufuz"
Presume,"ko'zlamoq, niyat qilmoq"
Pretense,"da'vo, talab 2) ayyorlik 3)bahona, vaj"
Prevailing,"ma,lum bir vaqtda ma,lum bir joyda bor"
Prevalent,"ko'p uchraydigan, keng tarqalgan"
Previous,"oldingi, awargi, itgarigi"
Prey,"o'lja, qo'lga kiritilgan narsa"
Primary,"arvalgi, boshlang'ich, quyi, pastki"
Prime,"dasttabki 2)gullab yashnash, ravnaq topish 3)bosh"
Primitive,"sodda, oddiy"
Frincipai,"eng muhim, asosiy"
Principle,"nuqtal nazar, prinsip 2)tartib, qoida"
Privacy,"yolg'idik 2) sir, maxliylik 3) shaxsiy/ xususiy ish"
Privilege,imtiyoz
Probiemaiic,shubxaliy 2) muammo va qiyinchiiikiarga
Procedure,bajariladigan ish tartibi
Proceedings,bajariiadigan ishlar birinma
Process,jaravon
Procession,odam /narsalarni safbo'libbirtomongalurishi
Proclaim,e'lon qilmoq
Procure,"erishmoq, qo'lga kiritmoq"
Productive,ishlab chiqaradigan 2)foydali va serhosil
Profession,"kasb, hunar"
Prol'essional,yuqori malakali
Proficiency,tajribalilik (qalampir ofitsanti) - qalampir
Proficient,mutaxassis
Profound,"teran, chuqur"
Progress,"jarayon 2) o'sish, yuksalish"
Progressive,taraqqiy etayotgan
Prohibit,taqiqlamoq
Prohibitive,"taqiqlovchi, man etuvchi"
Project,"royiha, reja"
lrojector,"loyihalovchi, proyektor 2)ulkan lbnar"
Prolong,"davom etmoq, uzaytirmoq {muddatni}"
Prominence,"bo'rtib chiqqan joy, shish"
Prominent,"atoqli, mashhur 2) do'ng / tepa joy"
Promote,"yuqori lavozimga ko,tarmoq"
Prone,yuz tuban yotgan
Propaganda,"targ,ibot, tashviqot"
Propagate,"ko'paymoq, bolalamoq 2)tarqatmoq, targ'ib"
Propel,"surmoq, yurgiznoq"
Propeller,"harakatlantirgich 2)havo vinti, parrak"
Proper,"shaxsiy, o'ziga xos 2)mos, munosib"
Property,"mol-mulk, shaxsiy buyum"
Proposal,"taklif, taqdim"
Propose,taxmin qilmoq
Proposition,"g'oya, fikr 2)vazifa"
Proprietor,mulkdor
Proprietorship,"egalili, mulkchilik"
Prose,"proza, sheriyat"
Prosecutor,prokuror
Prospect,"istiqbol, kelajak (prospekt) - Toshkentmng istiqbol"
Prosperity,rivojlanish
Prosperous,taraqqiy etgan
Froiein,"oqsii, proiein"
Protest,noroziliko qarshilik (protest) - norozilikka chiqqan
Protocol,"protokol, qaror, bayonnoma"
Provincial,"qoloq odam, ko'p narsadan behabar"
Provisional,vaqtinchalik (rivollanish) - viloyatga yangi
Provocation,"jahli chiqish 2)ig,vo, xoinona harakat"
Provoke,"undamoq, g'ashini keltirmoq"
Prudence,"o'ylab ish qilish, ehtiyotkorlik (ruda nuqtasi) -"
Prudenf,donq mulohazali (Rudin) Rudin shahridamulohazali
Publication,nashr qilish
Prrblieify,"oshko-ralik, ochiqlik 2)reklama"
Publish,"nashr etmoqn e'lon qilish, bildirish"
Pull,"tortmoq, sudramoq"
Pulse,"puls, tomir urishi"
Punch,"musht biran urmoq 2)teshik-teshik bergi qo,yish"
Puppy,kuchuk bolasi
Pure,"ketmagan, toza 2,1mttlaqo, faqat"
Purity,"ararashib ketmagan, arohida, toza"
Purple,"to'q qizil, girmid"
Purse,hamyon 2)ma'lum bir narsaga pul sar{lash miqdori
Pursuit,"ta'qib, quvg'in 2)mashg'ulot"
Puz'de,jumboq
Qualilication,"malaka, mahorat"
Qualilied,"malakali, puxta bilimli"
Qualify,"o'qimoq, biror faolyatga tayyorlamoq"
Quaiiiative,sifaili
Quantitative,songa miqdorga oid
Quarterly,uch oyda bir marta chiqadigan
Quartz,"kvxrtz, chaqmoqtosh"
Quay,"daryo bo'yi, kemalar to'xtash joyi"
Queer,"g'alatiroq, shubhali 2)buznoq, yo'ldan adashtirmoq"
Query,"so'roq, shubha, gumon"
Quest,"qidiruv, idash"
Questionnaire,savol varaqasi
Quilt,par yostiq 2) karovat yopiochiq lildi hezak_ uehun
Quiver,qaltiramoq 2)o'qdon
Quotation,sitata {matn parchasi} 2)narx
Rack,"qiytn ahvolda qolgan 2)ramka, rom"
Racket,"tennis raketkasi 2)shovqin, shovqin-suron"
Radar,radiolokator
Radiant,"nurli, yog'duli"
Radiate,nur sochmoq
Radius,"radius, harakatlanish doirasi"
Rage,g'^z b)jahl 2) avjiga chiqmoq {shamol haqida}
Raid,"hujum, o'rab olib tutish, bostirib kirmoq"
Rail,temir yo'l tiznasi 2) jahl bilan shikoyat qilmoq
Rainbow,"kamalak, kamalakdek rang-barang"
Rally,"tiklash, jamlash 2)qurultoy, yig'ilish 3)avtopoyga"
Ramble,"lbiror maqsadsiz] sayr qilish, tomrxha ko'rish"
Ranch,"rancho, katta fermer xo'jaligi"
Random,"to'satdan, kutilmaganda 3)noodatiy, g'alati"
Range,"ma'lum bir masofagacha cho'zilgan, cheklangan"
Rank,"martaba, unvon 2)sal, qator"
Rare,"noyob, kamdan-kam 2) {go'shtga nisbatan} chala"
Ratify,qonuniy rozilik berilishi
Ratio,"qiyosiy daraja, nisbat"
Ration,"cheklov bilan berish, taqsimlangan"
Rational,aniq fikr voki sabah ko'rsetish
Rattle,bir xil ovoz tarqatib turish 2)jig'iga tegish
Raw,"hom, nishmasan 2)og'riqli jarohat 3)sovuq havo"
Ray,"nur, uchqun"
React,ta'sir ko'rsatmoq
Reactionary,qarshilik ko'rsatuvchi kishi
Realization,"amalga oshirish 2)aniqlash, yuzrrga chiqarish"
Realm,qiziqtirgan yo'nalish/uslub 2)qirol yoki qirolicha
Reap,hosilni o'rib yig'ib olish
Reasonable,"asosli, haqqoniy"
Reassure,kimgadir havotirini ketkazib qulaylik yaratib
Rebel,hukumatga qarshi chiquvchi
RebeJlion,qoidalarya ho'ysunmaganlarga nisbafan kucb
Recall,estamoq 2)qalta chaqirib olmoq
Reception,qabulxona
Receptionist,qabut hodimi
Recipe,"instruksiya, qo'llanma"
Recipient,qabul qilib oluvchi shaxs
Recite,vozilgan narsani yoddan aytmoq
Reclaim,o'ziga tegishli narsani qaytarib olish
Recognition,"to'g'ri deb qabul qilish 2) tanib olish, bilish"
Recognize,tanimoq 2)to'g'riligini tan olmoq
Recollection,"hotiralash, eslash"
Recommend,tavsiya etmoq
Recommendation,farsiy'anoma.. (rekomendatsiya) -
Recompense,"kompensatsiya, tovon pul to'lash"
Reconcile,yarashish
Reconnaissance,razvedka
Recourse,yorriam uchun murojai qiimoq
Recreation,dam olish
Rectangle,to'rtburchak
Rectify,"xatoni tuzatmoq, to'g'irlamoq"
Recur,"qayta-qayta sodir bo'lmoq, qaltalamoq"
Recurrence,qaytatagan
Redeem,o'zii-ri oqiarroq 2)pui io'iab qayia iiklamoq
